"1","DE_GO_50M2","6.2","0000-00-00 00:00:00"
"2","DE_GO_50M2","5.5","2022-07-09 11:57:11"
"3","DE_GO_50M2","6.67","2022-07-09 12:00:10"
"4","DE_GO_50M2","6.53","2022-07-09 12:00:10"
"5","DE_GO_50M2","6.05","2022-07-09 12:11:11"
"6","DE_GO_50M2","6.2","2022-07-09 12:11:11"
"7","DE_GO_50M2","6.46","2022-07-09 12:11:11"
"8","DE_GO_50M2","6.62","2022-07-09 12:11:11"
"9","DE_GO_50M2","6.48","2022-07-09 12:11:12"
"10","DE_GO_50M2","6.74","2022-07-09 12:11:12"
"11","DE_GO_50M2","6.21","2022-07-09 12:11:12"
"12","DE_GO_50M2","6.5","2022-07-09 12:11:12"
"13","DE_GO_50M2","6.66","2022-07-09 12:11:12"
"14","DE_GO_50M2","6.52","2022-07-09 12:11:12"
"15","DE_GO_50M2","6.07","2022-07-09 12:11:12"
"16","DE_GO_50M2","6.64","2022-07-09 12:11:12"
"17","DE_GO_50M2","5.69","2022-07-09 12:11:12"
"18","DE_GO_50M2","5.11","2022-07-09 12:11:12"
"19","DE_GO_50M2","6.46","2022-07-09 12:11:12"
"20","DE_GO_50M2","6.88","2022-07-09 12:11:12"
"21","DE_GO_50M2","5.01","2022-07-09 12:11:12"
"22","DE_GO_50M2","6.48","2022-07-09 12:11:12"
"23","DE_GO_50M2","6.52","2022-07-09 12:11:12"
"24","DE_GO_50M2","6.53","2022-07-09 12:11:12"
"25","DE_GO_50M2","4.7","2022-07-09 12:11:12"
"26","DE_GO_50M2","6.58","2022-07-09 12:11:12"
"27","DE_GO_50M2","6.56","2022-07-09 12:11:12"
"28","DE_GO_50M2","6.51","2022-07-09 12:11:12"
"29","DE_GO_50M2","6.4","2022-07-09 12:11:12"
"30","DE_GO_50M2","5.41","2022-07-09 12:11:12"
"31","DE_GO_50M2","5.8","2022-07-09 12:11:12"
"32","DE_GO_50M2","6.07","2022-07-09 12:11:12"
"33","DE_GO_50M2","4.9","2022-07-09 12:11:12"
"34","DE_GO_50M2","6.28","2022-07-09 12:11:12"
"35","DE_GO_50M2","6.48","2022-07-09 12:11:13"
"36","DE_GO_50M2","6.34","2022-07-09 12:11:13"
"37","DE_GO_50M2","6.78","2022-07-09 12:11:13"
"38","DE_GO_50M2","5.1","2022-07-09 12:11:13"
"39","DE_GO_50M2","6.63","2022-07-09 12:11:13"
"40","DE_GO_50M2","6.33","2022-07-09 12:11:13"
"41","DE_GO_50M2","6.74","2022-07-09 12:11:13"
"42","DE_GO_50M2","6.38","2022-07-09 12:11:13"
"43","DE_GO_50M2","5.8","2022-07-09 12:11:13"
"44","DE_GO_50M2","6.27","2022-07-09 12:11:13"
"45","DE_GO_50M2","6.98","2022-07-09 12:11:13"
"46","DE_GO_50M2","6","2022-07-09 12:11:13"
"47","DE_GO_50M2","6.12","2022-07-09 12:11:13"
"48","DE_GO_50M2","5.8","2022-07-09 12:11:13"
"49","DE_GO_50M2","5.97","2022-07-09 12:11:13"
"50","DE_GO_50M2","6.12","2022-07-09 12:11:13"
